questionTitle,answerText
"My boyfriend's family expects him to take them on dates, and he doesn't think anything's wrong","Hi Kansas, I feel strongly that the help of a professional therapist is important here. Feelings are never wrong, but it can help to understand where they come from and talk to someone who can teach you healthy ways to cope. Self-harm is not the answer to managing those emotions you feel in your stomach. Although I'm glad you said something here, a professional would need to spend some time with you and get a deep understanding of your life in order to help you sort all these reactions out effectively. I hope you reach out to someone soon."
I started dating someone and found out they lied about some things—what should I do?,"Sorry to hear of your situation.Possibly you are overlooking that your own Self is someone worth talking to as well.None of us are ever really alone because we are always with ourselves.Self-talk is a major part of what guides our decisions and how we make sense of relationships and situations.    Even after telling people the stories or activities, hearing their comments, it is always within ourselves that we decide if the way we were received by these others, the comments we heard back, feel right and accurate to our lives.I hope the feeling of a hole in your stomach would decrease by enjoying your Self.    I am guessing that hurting yourself makes the stomach hole feel less bad because the physical pain you create in yourself distracts you from feeling it.Enjoying your Self by talking kindly, loving, and having inner dialogue may very well decrease the feeling of a hole, altogether.Sending lots of good luck!"
What can I do about my fiancé putting his family first before our family?,"While anxiety can come about for many reasons, trauma is definitely one of the factors that makes anxiety a possibility both immediately following a traumatic event and later in life. When we have experienced such scary violations of our bodies - we may experience residual effects of fear for many years to come. This is normal, natural and in many ways helpful - at least initially. This fear is in some way a sign that your body/mind is taking good care of you - trying to keep you on your toes in order to protect you from anything terrible happening to you again. However, as it sounds like you know, anxiety feels awful and there are certainly ways of learning to reduce anxiety. In order to get the tools you need to manage anxiety and also understand where it comes from and how it works in your life, I would encourage you to seek professional help and check out anxiety resources online."
How can I regain my boyfriend's trust back after being completely dishonest with him about a lot of things?,"Hi. Even though (thankfully) your parents responded well to you telling them, and you received treatment, it's possible, and very normal for sexual abuse trauma to affect you in different ways as you age and develop. Please see a therapist, who can help you find the root of the anxiety."
Can someone love you and say hurtful things?,"It's not unusual for traumatic experiences that happened when we were younger to stay with us when we get older.  Traumatic experiences can become embedded in our bodies, as well as in our emotions.  If the issue doesn't get a chance to get resolved within, then external action doesn't necessarily take care of the problem.  Seek out a qualified trauma therapist so you can start to deal with the issues you're grappling with."
Am I being picky when it comes to my boyfriend?,"Would you feel more secure in conversations if instead of talking soon after meeting someone or entering a social situation, you simply listened attentively to the other people?This way you'd have a more secure idea of what topics the group likes talking about and whether you like talking about these topics as well.Maybe you simply are in groups or situations in which you don't care for the people or focus.Start by trusting your own evaluation of your true interest in being among the groups in which you are.Maybe you simply need new and different groups."
How can I stop being jealous of my best friend's boyfriend?,"Overwhelming fear, social anxiety and depression are especially painful because they make behaving constructively a challenge.  But there are also lots of examples of folks who have successfully worked their way through this.  So there is hope!   In addition to the suggestion to visit your doctor (who may prescribe a medication to help you relax), there are many social service agencies who provide free counseling or take medicaid.  A good CBT therapist will help you look at your thinking so that you may see how you are distorting your thoughts.  Behavior is also important.  Despite how you may feel: it is helpful to go out, to do things that relax you (maybe a yoga class or a meditation class?).  Exercise. Diet. Eat well. Think back on the things that you used to do that helped in the past, and force yourself to do these things again.  I know that this seems hard, but it beats the alternative, doesn't it?  Of course, I recommend you pick up a copy of my book, Living Yes, which will help you look at these and other ideas to help you out.  I hope you get unstuck soon!  ~Mark (www.MarkMorrisLCSW.com and www.LivingYes.org)"
What should I do after finding my boyfriend flirting on dating websites?,A good first step would be to make an appointment with your primary care provider & discuss your concerns.  They would have resources available to help in your particular situation.
My boyfriend does not do some sexual things with me that he has done with other people,"Thank you for reaching out! That is a great question! As an American, I can truly say that I spend way too much time on the go! It is a proven fact that Americans live in a fast paced environment compared to Europe! I often ask myself, what if I only had one day left on this Earth? What would I do? Well, that is an easy question. I would spend it with my family! Easier said than done when we are living in a tomorrow kind of World, right? Its hard to focus on the now when we are so consumed in what tomorrow shall bring.Time management is a very important factor when learning to ""live life to the fullest""! In fact, this is a required course in undergraduate college now. Everyone manages their time differently and it is up to you to decide how you would like to do this. Personally, for myself I like to keep a calendar with a to-do list. I always place my most important tasks at the top of the list. That way, if I do not get through the list, I am not stressing over the little things. When planning your day, it is important you schedule work, eat and play. A much as it is hard not to work after getting off work, it must be done. There is discipline involved in this process. If you have trouble with this, then maybe seeking out some accountability such as including a coworker to make sure you do not bring work home once your shift is over or your spouse/partner reminding you that this is a time for play and not work.These are just some ideas that I am throwing out there. Again, everyone has their own style on time management. I hope this was helpful for you. Please don't hesitate to reach out for anything further!"
My boyfriend of a little over a year has a problem with me going to visit my mother,I'm sorry to hear that you are unable to get through to your parents. It sounds like you are experiencing a great deal of anxiety that needs to be addressed by a professional (despite the fact that you are unable to at the moment). I would recommend talking with another adult such as a school counselor that can offer you support in this area. Perhaps they can work with you on your anxiety issues and schedule a meeting with your parents so that he/she may help mediate the conversation with them.If you are unable to reach out to a school counselor maybe you can try a member of the family such as an aunt or an uncle that feels comfortable addressing the issue with your parents. Sometimes it helps hearing it from a third party before the situations is taken seriously enough.Good luck!
Is it wrong for me to be attracted to my girlfriend?,"I’m sorry to hear that you are currently experiencing panic attacks. I hope that the medication you have been prescribed has provided you with some relief. Unfortunately, I don’t feel that moving in with your girlfriend would alleviate your anxiety. Although you may feel very anxious about leaving her, your body is reacting to this stressful event in your life in an unhealthy manner. You may be able to render this particular situation but it’s likely that you may experience another panic attack when an additional stressful event arises. Therefore, it is essential that you address the reason for why you are experiencing panic attacks in the first place followed by practicing coping mechanisms in the case that one would arise in the future.Talk therapy has shown to be effective with those affected by anxiety along with breathing exercises and yoga. A trained therapist will be able to assist you in finding the right stress reducing method so that you can reduce the chance of another attack occurring.I wish you the best of luck! It sounds like you are very happy in your relationship and I hope you are able to reduce your anxiety so that you are able to enjoy one another."
How do I tell a girl that I crossdress?,"You didn't say what or how many medications you've tried. Certain anxiety medications can make you feel nauseous, but I haven't heard of any that cause mouth blisters, so there may be some other underlying medical issue there. I would definitely talk to your primary care physician and whoever has prescribed the medication as well as a neurologist if you've suffered a severe head injury. There are so many medications available for anxiety or insomnia or even depression that there may be others with lesser side effects.But beyond that, have you tried any other treatments such as deep breathing or meditation? Meditation can be very effective, but it takes practice and you don't have to sit cross-legged for hours chanting ""Ohm"" to meditate. It's about focusing on your breath, rather than all the thoughts that are racing through your head. And when they do take your mind off your breath, simply refocus (and refocus and refocus). Like I said, it takes practice, so don't give up. You can find many sites offering different ways to meditate, so look around and see what works best for you. Like medication, you just have to find the one that works best and that might take some experimentation.I hope this helps and best of luck to you."
My husband was lying about drinking again,"Watching children go through challenges in their lives is difficult. On a very basic level, There exists a primal need to protect them from harm. The hard part for parents is letting them feel those challenges and working through them as they get older. At some point, there is a moment that occurs when the role as a parent shifts. Children no longer need the basics (food, shelter. water, safety) as much as when they were toddlers, but rather, their needs shift to wanting more support, encouragement, advice, and room to make mistakes. This is where the ability to communicate with them, letting them direct the sails to gather the wind needed to move, is so important. Keep the lines of communication open and be available to give feedback when they ask for it."
Why can't I get an erection with my girlfriend?,"Oh dear - this is becoming all too common.  I suggest you have some conversations with your girl to figure out where she is getting the ""information"" that she builds anxiety around.  I see teens  who have heard teachers, parents, coaches, etc push the ""highly selective colleges"" idea on kids way too much.  Teens in particular are prone to black and white thinking, leading them to see one poor test performance, one off day, one not-great assignment as the make-or-break task on the path to successful adulthood.  If that's the case with your daughter, she needs you to help modulate both the incoming information (there are nearly 5000 colleges in the US - she will get into one of them!) as well as her reaction to that information.As well, you and any other adults that are involved in parenting her need to discern fact from fiction.  The recent scandal around celebrities ""buying"" their kids into college is an indicator of how far off track we, as a culture, have gotten in terms of education.  A college education is certainly important, but we have allowed the marketing push to create so much stress and upset for our kids (and ourselves as parents) that they are actually less prepared to leave home and really engage in higher education than ever.You may want to include a therapist in these conversations if you get stuck, but start with a parent-child conversation.  Help her figure out what is going on - if it is the ""I have to get it right or I will have no future"", calmly walk her through all the evidence that says that's just not true.  As well, let her know that being anxious now is NOT preparing her for a bright adulthood - it's preparing her for an anxious future.  She needs help figuring out how to balance her effort to attend to real and reasonable expectations, not over-inflated fear-based actions."
What should I do about my marriage and my wife's behavior?,"Sometimes stress helps us become motivated and thrive to do better however, if your daughter is stressing to the point that she is crying and freaking out then that would be concerning. Helping your daughter with relaxation techniques like deep breathing or guided imagery would be a good start. Also, reminding your daughter that you see her doing so well in school and that most importantly you are there for her. I would also make an appointment to see a mental health therapist they can have more ideas on ways to de-stress."
Why do I always push my boyfriend away?,"The most important action you can take here is validating her feelings and staying calm when she is crying and ""freaking out"".  It's equally important to do some self exploration regarding your own thoughts, feelings, and behaviors towards making mistakes and how you respond to your mistakes.   When she is calm, ask her what a mistake means to her.  Giving her examples of different kinds of mistakes and listening to her responses will give you an idea of how extreme her thoughts are.  Taking this opportunity to share with her your own struggles with perfectionism or some other area would help her feel more at ease.  Reminding her that she is enough just as she is would be helpful as well.  Encouraging her self care routine will help develop a greater sense of balance regarding her priorities.  The practice of mindfulness will be helpful in self awareness.  Creating a plan on what to do when the early signs of ""freaking out"" surface will strengthen her coping skills.    Your fears as a parent are completely understandable and this definitely needs to be addressed.  Your daughter cannot bring about change on her own and will need the family to work towards this change as well.  A therapist that specializes in anxiety/perfectionism would be a great resource.  They may also help you all have a greater understanding of what the root of this need for perfection is and how it plays a role in the family.  I suggest one or two sessions without your daughter would be helpful to develop a course of action.    I hope this was helpful.   It takes a lot of courage to seek help and guidance, I'm glad you posted."
Should I be upset that my husband may have lied to me again?,"I hear your concern that your daughter might break under the pressure and stress that she is dealing with.  It is a good thing that your high achieving daughter is calling out for help and that you are listening.  The education system is wrought with social and emotional problems, and there is a disproportionate emphasis on test taking, scores and achievement in school.   It sounds like your daughter would benefit from some social and emotional education and learning to understand how her feelings are impacting her thoughts and behaviors.  I'd like to also assure you that crying and freaking out is a normal part of growing up.  Depending on your daughter's age, it is likely that she is going through a growth spurt and she may be feeling her feelings in a unique way to her too.  If this is the first time you are having a concern about anxiety then rest at ease and see if you can ride the emotions with her and be a stable sounding board for her.   Use empathy and compassion and allow her a safe place to process through her concerns.  Try not to solve it for her, but allow her a space to fumble through and find her own answers to the problems she is faced with.  Give her confidence that she can figure it out, and be patient as you sit with her.  Our presence is key to our children's well being.   Make eye contact with her, allow her to squirm and get frustrated and work through it while you witness her process.  As parents, when we can model calm in the storm of life our children learn that all of their feelings are ok too.  When our children see and feel our fear, it can create more insecurity and low self evaluation of their own efficacy to manage the stress.  When we can be calm and reassuring, then we can boost their confidence in their own ability to problem solve what they are going through.  Let's face it we all have irrational thinking from time to time, and usually it is when we are under stress.  If your daughter continues to show concerning anxiety, check with her school and see if she can benefit from an opportunity with the social emotional learning curriculum.  In Texas at least, schools are required to have resources for children like your daughter who are experiencing anxiety and other mental health concerns.  Her teacher is with her all day and you may request to have a conference with her to see if she can help her in any way as well.  If resources in your school are limited then I would seek an outside therapist who specializes in working with children your daughter's age.  Call around and see if she can benefit from a therapeutic relationship outside of school and home.  Once you have plenty of feedback from her teacher and a therapist or counselor then you will be able to determine if seeking medical care is necessary with their support and guidance.  Thank you for your courage to reach out for help on behalf of your daughter.  You are her greatest advocate.  I hope that you find support to help you navigate this time in her life and that you both grow and learn from this experience."
How do I handle my fiancée always telling me how bad of a job I'm doing in making them happy?,"Aye, you're correct, that isn't normal, and maybe you should get her to a doctor!Before you do that, and if she were my daughter, I would provide her the necessary physical support that can be given readily at home; that is:  proper natural diet, rest, and a good sense of detoxification before she readies herself to approach it.Basic listening is warranted here and would be of great use."
Why is my fiancé angry at me about his automobile insurance?,"Your daughter is suffering from extremes of perfectionism. She needs to know that God accepts her as she is. I can provide her with a knowledge of her God-given, inborn temperament to help her find her God-esteem."
How do I deal with a lack of intimacy and partner's addiction to solo sex and porn?,"As parents, it's hard not to have ""freak out"" moments when our children are being bullied, stressed, or exhibit other symptoms of teenage angst. We walk a delicate balance of letting go and giving autonomy to our teens get older. Adolescents are learning how to be functional adults and it's important to allow them to try (and sometimes fail) in managing their emotions. Grades are a pretty good indicator of how a student is doing, overall. If your daughter has a 4.0 and there's no pattern of ""crying and freaking out"" I'd offer gentle support and encourage her to find ways to relax when she's stressed. If her grades start to decline and her crying spells become more frequent, a call to a counselor who specializes in teens might be in order. Good luck!"
My husband only has sex with me once a month or less,"I am sorry to hear about your daughter. Many of the youth I see in my practice are going through similar behaviors and concerns. If she feels like she can talk to you about this I think that is a great place to begin. There are many life stressors that youth have to manage and seeing others on social media seems to exacerbate these feelings and can feel like even more pressure to strive for perfection. You may be able to offer her support by listening to and validating her concerns, reviewing all that she has accomplished and praising her for doing her best and not push that she needs to be ""the best.""If she feels she would like to speak to someone it may be good to find a therapist where she can vent her feelings and find a way to increase her coping skills. She may benefit from additional support outside the home where she can cry, learn to manage her worries and gain skills to triage the expectations of each day. She may benefit from skills that would help her to learn that she is enough already!"
What should my boyfriend and I do to cope with his cancer?,"Hi there Mom! Just look at all of the things that a teen has to juggle and it's no surprise they're stress out. There are simply not enough minutes in the day to get everything done.  So, they react by cutting into important times such as social interaction and sleep.  Our fast paced, fast food, society is taking its toll on our teen generation. While multi-tasking seems to be a hot pop word, it simply doesn't work.  We aren't wired to do our best at multiple things at once.  We are not machines but rather humans who are going to quickly expire if we don't get a handle on our stress.As adults, it's time we intervene and teach our teens how to maintain a healthy balance between work and play.  We need to help them prioritize and put first things, first.  Are you putting first things, first in your life?  If not, it's a good time to start. Best of luck to you and your daughter in whatever you decide to do."
How do I get over jealousy?,"I understand that as a mom it must be really hard to see your daughter stressing about things at school. Based on your description it sounds as though she has very high expectations of herself and is pushing herself to keep up. I hear your concern and recommend that to start, you provide her a space where she can express herself openly to you without judgement. Although it may seem as though this is ""not normal"", unfortunately it is. From standardized testing, to awards, to scholarships, the pressure is on to perform at high levels for kids today. Secondly, I would recommend that you connect her with therapist that can teach her coping and stress management skills that can help alleviate some of her anxiety. A therapist can also help her identify any faulty beliefs she may have in regards to perfectionism or fear of failure. You're doing a great job keeping an eye out for your daughter and being in tune with her emotional wellness!"
What can I do about my boyfriend insulting my body?,I hear that you are concerned about your daughter's reaction and her emotional well being. Her behaviors are worry some as you feel she seems to be approaching her breaking point. I would suggest speaking to your daughter about the situation at school and her feelings. Listening and acknowledging your daughter's feelings without judgement or giving solutions is a very effective communication skill. Ask your daughter how she feels about speaking to a therapist or her doctor. Someone that she knows and feels comfortable talking to about her feelings and learning healthy coping skills to address stressful situations.
How do I talk to my girlfriend about my anxiety from her exes?,"It sounds to me like your daughter is anxious to be perfect and has a low tolerance for failure.  As her mother one of the most important messages you can share with her is that she need not be perfect, nor is it necessary.  As a matter of fact, failure and making mistakes are only opportunity to learn and grow.  Give her permission and more importantly she needs to give herself permission to be a perfectly flawed human.  It may be a good idea to see a therapist to help her learn how to reframe some of her negative beliefs so she can form healthier thinking habits. Warm wishes."
What should I do about not being sexually attracted to my girlfriend of five years?,"children and adolescents who have a desire to achieve high grade point averages often have the symptoms you are describing. It sounds like, your gut is telling you to help her find ways to de-stress. Listen to your gut-always; as her mom, you know her needs better than anyone else. She would probably benefit from seeing a therapist to help her deal with the stress of being a high achiever. I provided the following suggestion to another parent with a similar concern: First identify the three most stressful aspects of the day. Do this by creating a circle on a regular size paper. (do this three times); ask your daughter how much of that circle can she confidently say she has under control. shade that in. The remaining parts of the circle are then named by intensity. (for example, in the circle labeled school anxiety, the client identified that she felt she could handle school anxiety 1 out of 4 days. The circle was split into 1/4. 1/4 of the circle was shaded . the remaining parts were labeled with the challenges that caused the client school anxiety.(these were 1. walking to class during passing time. 2. not having the assignments completed or at all. 3. feeling fat. after labeling each part; and making note of the percentage of the stress associated with each concern, free form thinking takes place and a pile of unwanted behaviors and genetic responses are portrayed  around the circle in bright colors. Using note cards, create a tree of concern; the concerns can be written on note cards. a concern = the behavior that leads to more trouble.  For example, ""all i could do was think about that extra slice of pizza, I was unable to concentrate on the teacher's explanation of the assignment"" (the concern you would write on the note card is Inability to concentrate. Now, fill up the back of the notecard with all of the different factors causing this pattern. nack. ("
Why do I always think my girl is cheating on me?,"Dear Concern Mom, Sadly, kids nowadays stress a lot about school and compete with one and another.  Determine Career-minded students, tend to be very hard on themselves and can eventually become very anxious about things.  Whereas, it is a good thing to be driven it can break you down too.  Therefore, I recommend that you find your young daughter someone that can help her find ways to cope with her strong desire to doing well in school. Getting ahead of it now before she gets worst is the best thing you could do for her.  Best of luck to you and your daughter.  Sincerely, Mirella~Image and Likeness Counseling"
How do I fall back in love with my wife?,"Thank you for being an observant parent and taking the very important step toward getting help for you as well as your daughter. The period of adolescence and emerging adulthood are tumultuous times for youth ( and their parents). The pressure to fit-in, be liked, and succeed could be some of the contributing factors for your daughter's stress. I  have had many adolescent clients who do very well academically, but keep it well hidden from their peers so that they can fit in. She is still learning about herself, her abilities and how to like herself none of which are easy tasks even for adults. The academic success that you refer to only tells part of the story. As I read your statement, I got a sense of what your daughter does and that you are proud of her academic accomplishments. However, I would also want to ask her who she is as a person and encourage her to explore that with assistance from a therapist.By working with a therapist your daughter will have the opportunity to discuss her stress, fears, and focus on achievement with an objective person. As she gains a better understanding of the source of her stress and learns some stress management, she can also learn to communicate her concerns to you. I do recommend starting with a therapist rather than the doctor. If the therapist believes that your daughter's symptoms would benefit from a health exam and/or medication they will make that recommendation."
How do I deal with a man who only contributes financially?,"Hello! First of all, thank you for paying attention to your daughter and noticing that she is concerned! It sounds like you have been a positive influence on her for her to be so focused on achievement and for her to care so deeply about her performance! Based on what you've said here, I understand that you are concerned that she is overly stressed, though. I share your concern. People of all ages have meltdowns when they become overwhelmed with stress, and the negative consequences of those meltdowns can definitely have a ripple-effect into other areas of our lives.For your daughter, the thing I would want to know FIRST is this: does she feel she has adequate healthy coping skills to manage the stress she is experiencing? Because, it doesn't really matter WHAT she is stressing on...what matters is how she deals with her stress when it threatens to overwhelm her. I'd like to know what, exactly, that she does when she is feeling stressed that helps her to feel better. If she has only unhealthy coping skills (for example, sleeping, shutting-down, raging, self-attack with critical self-talk, etc.), or only one or two healthy skills, we would want to teach her some additional healthy strategies to help her KNOW that she can cope. Just one risk of not addressing this issue now could be that she may come to ""learn"" that stress is 'unbearable' which may cause her to turn to destructive or escapist strategies to avoid the discomfort, the pain of feeling hopeless, and/or the negative belief that she ""cannot help herself.""  I definitely think it would be worth both your whiles to have her evaluated by her family doctor and/or a professional counselor. With a counselor specifically, she could learn the needed skills as well as be evaluated for other issues that may be contributing to the issue (for example, a learned belief that she ""must be perfect or she is not worthy."") Plus, having a neutral support person to help her meet her personal goals is always a good thing. Good luck, mom and daughter!Learn more about me and my practice at www.EMDRheals.com"
How do I stop feeling jealous in my relationship?,"As a therapist and mother of four children (3 of whom are teenagers)...I hear your pain.  Raising children in our society is no joke.  Kids are under a tremendous amount of pressure from parents, peers, teachers, coaches and the list goes on and on.  Fear and anxiety can suffocate students particularly as they approach their high school years where they are bombarded with questions about their future and expected to select professions before they have even gone to college!!  I highly encourage the teens I work with to strive for balance in their lives- and we can model this for our children by how we choose to live!  Encourage your child to spend time with friends, join you for a yoga class, read a book, pick up a hobby or go out to exercise.  If your daughter continues to feel overwhelmed by stress, it would be a good idea to select a therapist for her to go speak with.  As much as we love our children, there are times where kids need to consult with a neutral 3rd party.  It can be a wonderful thing for kids to have a therapist whom they can confide in."
My boyfriend wants to know every details of my sex life,As a  Parent it can be very hard to see your child struggling. It sounds like they’re experiencing anxiety from their stress. It’s always a good idea to check in with your family doctor. Many children are experiencing anxiety and can benefit from individual counseling services to help them cope with their stress. School pressures and academic achievements  can you create physical stress responses in the body. Seeing a counselor can also help you as the mom or dad have available tools to provide Continued support. It sounds like you are a great support for them and helping them connect to their resources.
My husband said he loves me but is not in love with me,"It sounds as though your daughter is struggling to manage her anxiety and she is having really big reactions to what you view as small problems or issues. What have you tried with her in the past? As exhausting as it might be, a good first step is to empathize and validate her feelings."
My wife won't do things she used to do,"It may be helpful to register for a class you can take together. I would recommend mindful meditation or yoga, just the two of you. Something you find time for in a weekly basis. Yoga is amazing in learning mindfulness and reducing stress. I use yoga and mindful techniques when working with children and recommend it to parents to engage with their children. Hope this helps."
Is it wrong to cheat on my husband?,"Its hard to answer this question based on the information presented but I shall give it a go, Is it possible that your daughter is afraid of failing, I've seen many children and kids who get stressed out over grades or performance in sports, can you tell me ""what was your grade in fourth grade English? Or what was the score of the 7th game you played in football when you were a junior? Much of what happens to us is insignificant and we worry over things which really , in the long term don't matter much to us. But ask yourself this question, Is your daughters reaction to what is going grossly out of proportion with what would normally be expected, if the answer is yes, a visit to a psychotherapist might not be a bad idea to learn some coping skills and to alter our reaction to life."
I am afraid of sex,"I agree with your observation about your daughter feeling stressed.  Are you able to open this topic in conversation with her?Also, reflect on your own expectations as a parent.  It is possible that your daughter is trying to please you by getting consistently high grades.If your daughter prefers talking in confidence to a therapist, then this may help her regain a sense of balance in her life so that schoolwork feels less stressful.I wouldn't take her to a doctor because based on what you write, the problem is psychological and emotionally based.  While the stress may have physical symptoms, addressing the root cause of the problem has nothing to do directly with something being physically wrong with your daughter.Unless there is some other medical or physical problem that would explain your daughter's sense of stress,  I'd start first by bringing your areas of concern to your daughter, then possibly to a therapist."
"I cheated on my partner, and I don't know how to feel","I imagine you are trying to figure out a way to be ""fair"" to your adult kids.  The key word is ""adult"".  If your daughter can afford to join the family for a vacation that's great, she's welcome to come.  However, as you pointed out she took a vacation by herself last year - she chose to put her resources (time off work and money) into doing that.  Good for her - she did what she wanted.  If she wants to budget time and money for a family vacation she will.As for feeling guilty, let me echo the sentiments already offered - vacations are lovely, but not a survival need.  Your girl is in her 20s and it's her turn to provide for herself.  You did your parenting - now go enjoy your vacation with whoever can, and wants to, join you!"
I think my trust issues are going to end my relationship early,"Of what do you feel you'd be guilty?Family vacations are not a basic human right to existence.  They are fun, ideally.  You're not violating a basic human right.  You wrote that you don't have enough money to pay for her to come along.You may find yourself feeling more guilty toward yourself if you give more than you reasonably can afford to give.My suggestion is to tell your daughter your reason for not taking her along. Maybe this will open more dialogue between the two of you."
How do I stay when the spark is gone?,"All you can do/control is work on yourself. When you have enough sense of self, you will know how to deal with your family. Therapy is an investment in yourself, which affects your family."
I don't know if I should end my relationship or try and stick through it,"Hello, I am sorry to hear about you feeling verbally abused, trapped without an escape, and emotionally drained. Sounds to me like you are being treated more like a child than an adult.  It's time to learn about healthy boundaries and being treated like an adult. This process will take time, but beyond elevating your self-esteem and worth, you will be modeling to your children a healthy adult. Model to them an empowered, confident, and person that is worthy of respect. Please invest in yourself. Find yourself a therapist that encourages and empowers you to have a voice and not feel invisible. You'll be so glad you did!"
My boyfriend says he doesn't like to do things with me because we fight too much,"I am so sorry this is happening to you.  One thought I have is for you to create a mantra or a soothing statement to say over and over to yourself as you are being bombarded with this negativity and abuse.  For example you could say ""Living here is temporarily, one day I will have my own place"".  Or you could say something like ""I am a good person, I am a good parent, and I always try to do the best I can"".  Saying this over and over to yourself as you are listening to your parents will help you to tune out some of their words but it will also start to build more positive neural connections and start to wire your brain to build and/or strengthen your self esteem.  Focus on the temporary nature of your situation, start making plans for leaving the situation.  If you are under 18 and can't leave because you are in school, now is a good time to start planning for when you can leave.  That when when the opportunity is available you know how you will get a job, how you will find an apartment, who will provide daycare.   This will make the transition out of your parents home much easier and it will give you something to look forward to while you are in their home.  Take care!"
My boyfriend is always accusing me of not loving him,"Your situation is a difficult one, but I would encourage you to start considering how to set boundaries for yourself and your family members. Often, times we believe we have to allow a certain behavior because a person is family. This is not true. It sounds like you could use some help understanding finding your voice and asserting yourself with your family members."
How can I get my fiancé to notice me again?,"I am so sorry you are experiencing this situation.  Considering that you mentioned not having a place to go, it may be best to address the problem as oppose to “just take all of it”. Confrontation can be done in a healthy and effective way.  Being able to communicate your feelings with the intent of improving the problem can be a great skill needed in multiple settings in life.  The therapy process can help build this skill set and goal plan to remove yourself from the home.  Good luck."
Can my marriage be saved?,"The first step is realizing your value and establishing firm boundaries. When your parents cross that boundary and are verbally abusive, you have to have a plan to stand your ground and act upon it. That plan may include a better job to afford a place of your own, a domestic violence shelter if you are unable to provide for your needs, a firm talk with your parents about your parental authority, or other. Whatever you do has to be firm or consistent, a boundary that you allow someone to cross is no boundary. There is always a way, if you have no where to go, ask yourself why is that the case(which I am sure you have considered already) and what can I do about it. If you choose not to take any action then you are enabling your parents to remain abusive. Ask yourself too, why am I not acting on my situation. Am I too dependent on them? Do I not want to change? Is it easier just to let them provide for me? Be honest with yourself. You need to work on your self esteem, and things that empower you. Support groups in person or online, Church groups or organizations, friends, books, music, etc.... but think on things that will empower you. Are you stuck financially because of the need for a job? Do you need to go back to school? Do you need training in a new field? There are a myriad of possibilities and answers. Action, think action and Change, what can I change?"
How do you get over someone cheating on you when you are trying to make it work?,"I can't imagine what you are feeling but I can tell you that you are right to be concerned about your children baring witness to this abuse.  This is a great teachable moment for your kids.  How you handle yourself will be very important for your children to see.  Your ""REACTION"" is what you should focus on.  Will you react with rage and name calling? Will you listen to your parents with respect and talk to them in private about how they are speaking to you in front of your kids?  Will you talk your kids about what is going? From reading this I am assuming you live with your parents.  If this is the case you have to think about what you can do to change your situation.  Have a plan! Set a goal!  Don't lose hope!"
Am I a lesbian because I love a girl?,"I think one of the best things to pass on to our children, or simply one of the best lessons in life, is to learn when to internalize (it's an issue in me) and when to externalize (it's an issue in them), as well as always finding the balance of the two.In this case, you don't seem to be the issue. Sure, living with your parents with your child probably is not your dream scenario, nor your parents'. But, there are ways to process that without someone feeling abused, and your parents clearly have zero ability or boundaries if they are willing to verbally abuse you in front of your child, and their grandchild. If there is a reason they are doing so, I'm sure they think they have a good one. However, the dynamic that they are willingly setting up is problematic. And it is THEIR problem. However, by being strong and not taking in someone's verbal abuse, you are going to role model for your child how it's about what is inside of you, your own drive, that will be what is important, NOT what others say about you. It's important to always come back to yourself inside, and seeing the good that is in you (or even just noticing that it's there, if you can't quite see it in its entirety.)I would also advise your parents to think about their own role modeling."
Is it wrong to be antisocial around people?,"When their verbal abuse starts, tell them you are exiting the conversation because the way they're talking to you is unacceptable.Explain you are willing to hear their point of view only not when it is expressed as abuse.They may not agree with your opinion and also may not want to change.Even if they do not change, you are entitled to be treated as a human being who is worthy of respect.Explain your reason to exit the conversation and ask them to write down their requests for you to consider."
What should I do if I think my partner is cheating?,"This sounds frightening and overwhelming, and I’m glad you are reaching out for help. I can’t say for sure your children are being abused but I can understand your  suspicion since there appears to be a change your children’s behavior. I think it would be important for you to keep an eye on the situation Incase you notice any other changes. If you become more concerned, even  suspicions of child abuse are reportable to  Family protective services. If they feel it is necessary they can do an  investigation. You are doing the biggest thing for your children by being there for them and supporting them."
My partner is bored of being intimate with me,"It sounds like your children are walking on eggshells, and behaving in a manner that suggests that (at minimum) they may be receiving an undue amount of anger from someone in their lives. In addition to addressing this delicately with your children's father, it would be wise to speak with your children's teachers and pediatrician as well. Please closely  monitor the situation, and express to your children that they can always come to you with any information, and they will never be in trouble for confiding in you."
